Issuer,ASVI,mean_SVI,week_-9,week_-8,week_-7,week_-6,week_-5,week_-4,week_-3,week_-2,week_-1,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,Trade_Date
Concho Resources,14.508658238524095,8.75,0.0,0.0,0.0,20.0,0.0,0.0,10.0,20.0,20.0,100.0,20.0,10.0,20.0,19.0,9.0,0.0,0.0,9.0,0.0,2007-08-02
Concord Medical Services Holdings,16.118095750958314,15.75,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,51.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,23.0,2009-12-11
ConforMIS,0.3036822448275025,16.5,12.0,16.0,10.0,23.0,19.0,8.0,15.0,20.0,21.0,100.0,36.0,29.0,26.0,14.0,18.0,19.0,22.0,20.0,39.0,2015-07-01
Conifer Holdings,0.6931462714702761,8.5,0.0,11.0,0.0,0.0,0.0,11.0,12.0,23.0,11.0,100.0,22.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,2015-08-13
ConnectOne Bancorp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33.0,0.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,2013-02-12
Connecture,1.1154191791126027,43.5,14.0,7.0,100.0,27.0,32.0,39.0,20.0,33.0,90.0,72.0,47.0,22.0,14.0,44.0,37.0,49.0,25.0,37.0,25.0,2014-12-12
Conor Medsystems,-14.711598990684092,29.125,53.0,21.0,25.0,21.0,0.0,24.0,42.0,100.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,55.0,36.0,0.0,0.0,2004-12-13
Constant Contact,0.0830665861458364,64.875,60.0,52.0,62.0,73.0,65.0,59.0,72.0,67.0,69.0,90.0,71.0,76.0,61.0,78.0,76.0,71.0,53.0,66.0,73.0,2007-10-02
Constellation Alpha Capital,0.0,4.375,0.0,11.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,100.0,12.0,0.0,23.0,12.0,0.0,0.0,0.0,11.0,11.0,2017-06-20
Constellation Pharmaceuticals,0.6580555282365341,18.5,0.0,12.0,17.0,17.0,6.0,17.0,40.0,11.0,28.0,100.0,30.0,11.0,6.0,34.0,17.0,0.0,23.0,17.0,28.0,2018-07-19
Construction Partners,0.03636763887987016,71.625,68.0,67.0,53.0,61.0,91.0,100.0,63.0,68.0,70.0,83.0,64.0,94.0,95.0,92.0,71.0,87.0,61.0,93.0,56.0,2018-05-04
Container Store Group,-0.037740313737837816,25.0,42.0,27.0,13.0,27.0,13.0,27.0,40.0,27.0,26.0,93.0,78.0,39.0,51.0,13.0,38.0,40.0,27.0,59.0,43.0,2013-11-01
Continental Building Products,1.104881649323278,42.0,17.0,34.0,0.0,39.0,19.0,100.0,16.0,48.0,80.0,84.0,79.0,64.0,31.0,16.0,82.0,0.0,16.0,16.0,32.0,2014-02-05
Continental Resources,0.5026287759369832,56.375,31.0,50.0,49.0,42.0,81.0,10.0,49.0,89.0,81.0,100.0,27.0,36.0,45.0,63.0,64.0,35.0,9.0,64.0,28.0,2007-05-14
ContraFect,1.021650536421408,12.375,0.0,6.0,19.0,19.0,12.0,0.0,12.0,6.0,25.0,100.0,19.0,25.0,30.0,0.0,12.0,12.0,6.0,17.0,18.0,2014-07-29
Control4 Corporation,0.0,3.5,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,29.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,27.0,2013-08-02
Convio,-0.1361321478094335,52.0,70.0,49.0,65.0,36.0,43.0,65.0,54.0,56.0,48.0,100.0,83.0,50.0,63.0,95.0,37.0,56.0,47.0,47.0,60.0,2010-04-29
Conyers Park Acquisition,0.0,4.375,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,38.0,0.0,77.0,39.0,0.0,37.0,0.0,0.0,2016-07-15
Conyers Park II Acquisition,0.0,12.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,94.0,94.0,0.0,0.0,2019-07-18
CooTek,2.407943586432099,13.375,0.0,3.0,0.0,9.0,24.0,12.0,3.0,6.0,50.0,100.0,30.0,6.0,3.0,6.0,9.0,3.0,12.0,3.0,9.0,2018-09-28
Corcept Therapeutics,16.118095750958314,36.125,0.0,98.0,0.0,0.0,0.0,0.0,91.0,0.0,100.0,82.0,44.0,45.0,0.0,44.0,0.0,0.0,0.0,0.0,44.0,2004-04-13
CoreSite Realty,15.363073279446223,5.875,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,69.0,67.0,0.0,0.0,0.0,0.0,22.0,22.0,44.0,0.0,2010-09-23
Corel,-0.13205970745879192,95.5,97.0,97.0,98.0,100.0,100.0,92.0,97.0,95.0,85.0,86.0,90.0,90.0,84.0,88.0,99.0,92.0,84.0,83.0,75.0,2006-04-25
Corium International,2.302584192994541,24.5,14.0,7.0,7.0,7.0,13.0,27.0,28.0,7.0,100.0,48.0,34.0,21.0,21.0,14.0,7.0,14.0,14.0,23.0,8.0,2014-04-03
Cornerstone OnDemand,-0.1941558883906196,17.25,15.0,24.0,14.0,5.0,34.0,9.0,19.0,19.0,14.0,100.0,24.0,14.0,38.0,19.0,15.0,39.0,19.0,9.0,18.0,2011-03-17
Cortexyme,1.0296189886099238,19.875,4.0,11.0,19.0,8.0,8.0,19.0,32.0,20.0,42.0,100.0,31.0,12.0,27.0,8.0,27.0,19.0,23.0,39.0,8.0,2019-05-09
Corvus Pharmaceuticals,0.3483064491703507,14.5,6.0,23.0,12.0,12.0,23.0,17.0,6.0,6.0,17.0,100.0,12.0,23.0,12.0,17.0,17.0,0.0,12.0,12.0,6.0,2016-03-22
Costamare,0.8556654335876992,14.625,13.0,9.0,8.0,4.0,8.0,28.0,4.0,36.0,20.0,60.0,0.0,12.0,23.0,19.0,11.0,0.0,9.0,0.0,19.0,2010-11-04
Cotiviti Holdings,16.118095750958314,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,25.0,0.0,0.0,50.0,0.0,0.0,53.0,0.0,0.0,2016-05-26
Coty,0.19319120023157144,63.125,61.0,59.0,58.0,58.0,61.0,61.0,64.0,70.0,74.0,100.0,76.0,73.0,77.0,78.0,80.0,73.0,66.0,71.0,74.0,2013-06-13
Country Style Cooking Restaurant Chain,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,100.0,0.0,72.0,49.0,49.0,0.0,0.0,24.0,23.0,47.0,23.0,0.0,2010-09-28
County Bancorp,1.5847449120389654,28.25,41.0,0.0,21.0,20.0,42.0,43.0,0.0,0.0,100.0,39.0,19.0,20.0,39.0,78.0,40.0,39.0,58.0,38.0,39.0,2015-01-16
Coupa Software,0.48550733501295573,8.5,8.0,9.0,2.0,7.0,3.0,15.0,11.0,8.0,13.0,100.0,15.0,11.0,6.0,12.0,4.0,6.0,7.0,12.0,14.0,2016-10-06
Covisint,-0.05884049136492564,71.375,76.0,68.0,86.0,56.0,71.0,86.0,69.0,69.0,66.0,82.0,60.0,62.0,77.0,91.0,61.0,59.0,62.0,66.0,67.0,2013-09-26
Cowen Group,-14.285514812209815,16.5,0.0,32.0,0.0,16.0,0.0,51.0,16.0,17.0,0.0,100.0,17.0,0.0,0.0,0.0,16.0,31.0,0.0,0.0,0.0,2006-07-12
CreXus Investment,14.220976332738882,5.75,0.0,0.0,0.0,0.0,0.0,16.0,0.0,15.0,15.0,100.0,0.0,14.0,14.0,0.0,0.0,14.0,0.0,13.0,0.0,2009-09-16
Crescent Acquisition,15.009433329466965,12.625,37.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,100.0,34.0,0.0,34.0,34.0,35.0,0.0,34.0,34.0,2019-03-08
Crinetics Pharmaceuticals,-13.122365377402328,8.5,0.0,20.0,0.0,0.0,10.0,0.0,19.0,19.0,0.0,100.0,0.0,0.0,10.0,0.0,0.0,19.0,10.0,19.0,9.0,2018-07-18
Criteo S.A.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2013-10-30
Critical Therapeutics,0.05001040806684731,36.625,84.0,42.0,91.0,38.0,40.0,21.0,0.0,20.0,41.0,100.0,21.0,0.0,0.0,21.0,0.0,21.0,25.0,0.0,0.0,2004-05-26
Crocs,0.13353133310073995,20.625,24.0,22.0,22.0,27.0,15.0,20.0,18.0,17.0,24.0,34.0,25.0,25.0,23.0,26.0,30.0,27.0,32.0,29.0,37.0,2006-02-07
CrossFirst Bankshares,16.118095750958314,24.875,0.0,0.0,0.0,0.0,0.0,49.0,0.0,50.0,100.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-08-15
CrowdStrike Holdings,14.346139397261567,6.375,0.0,4.0,4.0,0.0,0.0,0.0,0.0,26.0,17.0,100.0,38.0,13.0,17.0,13.0,51.0,35.0,9.0,9.0,9.0,2019-06-12
Crude Carriers,15.424948670398354,11.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,12.0,50.0,100.0,62.0,76.0,0.0,0.0,0.0,49.0,13.0,13.0,0.0,2010-03-12
CryoCor,15.990262393084793,21.75,0.0,0.0,0.0,0.0,28.0,0.0,29.0,29.0,88.0,87.0,0.0,0.0,0.0,86.0,0.0,97.0,26.0,26.0,100.0,2005-07-13
Crystal River Capital,15.424948670398354,24.875,0.0,98.0,0.0,0.0,0.0,0.0,51.0,0.0,50.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,2006-07-27
Cumberland Pharmaceuticals,0.9555108296432473,16.5,30.0,40.0,10.0,10.0,10.0,5.0,10.0,21.0,26.0,100.0,21.0,10.0,5.0,0.0,19.0,14.0,5.0,14.0,9.0,2009-08-10
CureVac N.V.,0.0,1.25,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,79.0,100.0,20.0,39.0,0.0,0.0,10.0,0.0,10.0,10.0,2020-08-14
Cushman & Wakefield plc,0.0,4.125,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33.0,32.0,32.0,0.0,33.0,2018-08-02
Cvent,0.17589063544629946,54.0,49.0,46.0,53.0,52.0,44.0,71.0,52.0,52.0,62.0,100.0,81.0,61.0,58.0,50.0,57.0,73.0,55.0,47.0,54.0,2013-08-09
CyberArk Software,1.0726362961922358,16.25,0.0,14.0,14.0,0.0,13.0,13.0,0.0,38.0,38.0,100.0,38.0,50.0,12.0,12.0,62.0,12.0,72.0,49.0,12.0,2014-09-24
Cynosure,0.36545968345847335,38.125,62.0,41.0,27.0,27.0,27.0,69.0,45.0,20.0,49.0,100.0,95.0,56.0,63.0,72.0,42.0,29.0,63.0,63.0,56.0,2005-12-09
CyrusOne,1.229451433145066,18.5,24.0,12.0,27.0,15.0,8.0,16.0,0.0,17.0,53.0,100.0,44.0,58.0,26.0,22.0,22.0,28.0,25.0,42.0,25.0,2013-01-18
Cytokinetics,0.7884569967280832,27.125,0.0,60.0,43.0,0.0,0.0,51.0,0.0,30.0,33.0,83.0,100.0,16.0,82.0,32.0,17.0,65.0,16.0,0.0,17.0,2004-04-29
CytomX Therapeutics,16.034714150714915,31.25,0.0,0.0,32.0,64.0,0.0,62.0,0.0,0.0,92.0,90.0,61.0,30.0,91.0,0.0,30.0,30.0,0.0,60.0,0.0,2015-10-08
D8 Holdings,0.0,1.625,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,2020-07-15
DAVIDsTEA,-0.21309316748092133,46.375,57.0,52.0,49.0,39.0,50.0,53.0,49.0,39.0,40.0,69.0,65.0,54.0,45.0,35.0,42.0,48.0,47.0,45.0,66.0,2015-06-05
DCP Midstream Partners,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,51.0,52.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,2005-12-01
DCT Industrial Trust,0.0,8.75,36.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,29.0,30.0,2006-12-12
DD3 Acquisition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,48.0,50.0,0.0,0.0,0.0,50.0,2018-10-12
DFP Healthcare Acquisitions,14.731801689838349,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,25.0,75.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2020-03-11
DSW,-0.09952957331521395,46.25,53.0,56.0,58.0,50.0,45.0,38.0,37.0,43.0,43.0,42.0,36.0,37.0,34.0,38.0,32.0,47.0,51.0,45.0,40.0,2005-06-28
Dada Nexus Limited,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,56.0,57.0,58.0,40.0,40.0,81.0,62.0,0.0,21.0,20.0,2020-06-05
Danaos,0.36564355874132115,59.375,13.0,53.0,40.0,76.0,60.0,50.0,58.0,58.0,80.0,82.0,45.0,78.0,33.0,100.0,43.0,73.0,22.0,82.0,62.0,2006-10-05
Daqo New Energy,14.151983508870947,3.625,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,14.0,100.0,86.0,28.0,28.0,28.0,27.0,55.0,0.0,40.0,0.0,2010-10-07
Darwin Professional Underwriters,0.0,5.125,39.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,2006-05-18
Data Domain,0.23889187455219485,66.5,59.0,70.0,49.0,60.0,59.0,74.0,66.0,74.0,80.0,100.0,62.0,68.0,66.0,91.0,69.0,50.0,64.0,48.0,63.0,2007-06-26
Datadog,0.16251889420366483,43.25,44.0,48.0,38.0,41.0,37.0,47.0,42.0,43.0,50.0,100.0,55.0,52.0,49.0,45.0,48.0,39.0,43.0,54.0,46.0,2019-09-19
Dave & Buster's Entertainment,16.056220353623207,36.5,0.0,100.0,98.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-10-10
Dayton Superior,0.47957293374178533,35.625,11.0,55.0,11.0,42.0,21.0,21.0,31.0,62.0,42.0,56.0,26.0,34.0,49.0,57.0,66.0,66.0,55.0,65.0,0.0,2006-12-19
Deciphera Pharmaceuticals,13.815511557963774,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,19.0,10.0,0.0,0.0,0.0,10.0,0.0,2017-02-28
Deerfield Healthcare Technology Acquisitions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2020-07-17
Del Friscos Restaurant Group,16.118095750958314,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,2012-07-27
"Delek Logistics Partners, LP",0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-11-02
Delek US Holdings,15.38412668421143,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,100.0,94.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-05-03
Delphi Automotive PLC,15.039286283703994,8.5,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,99.0,100.0,33.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,2011-11-17
Deltek,-0.09952957331521395,50.875,32.0,50.0,53.0,60.0,41.0,45.0,45.0,70.0,43.0,100.0,72.0,46.0,41.0,43.0,43.0,50.0,49.0,27.0,44.0,2007-11-01
Demand Media,0.55004614888515,26.5,17.0,21.0,23.0,19.0,22.0,27.0,24.0,37.0,39.0,100.0,51.0,40.0,36.0,56.0,61.0,25.0,30.0,31.0,32.0,2011-01-26
DemandTec,1.0799197887797836,25.625,18.0,18.0,18.0,26.0,0.0,18.0,9.0,63.0,53.0,54.0,100.0,52.0,34.0,8.0,16.0,8.0,24.0,15.0,23.0,2007-08-08
Demandware,0.6418534124885458,11.25,7.0,10.0,12.0,9.0,10.0,10.0,7.0,13.0,19.0,100.0,20.0,16.0,18.0,13.0,19.0,22.0,7.0,21.0,12.0,2012-03-15
Denali Therapeutics,1.5581436312051915,13.875,10.0,15.0,6.0,4.0,10.0,6.0,30.0,2.0,38.0,100.0,69.0,30.0,22.0,39.0,38.0,16.0,15.0,16.0,19.0,2017-12-08
Dermira,0.4940183971633809,43.125,0.0,11.0,21.0,72.0,51.0,20.0,60.0,51.0,59.0,100.0,69.0,39.0,58.0,49.0,19.0,47.0,29.0,29.0,19.0,2014-10-03
Design Within Reach,0.2629020111200395,70.5,97.0,73.0,43.0,72.0,84.0,70.0,58.0,71.0,93.0,84.0,77.0,99.0,56.0,46.0,49.0,100.0,75.0,71.0,54.0,2004-06-29
Despegar.com,-0.0810411998934768,86.375,78.0,94.0,100.0,96.0,87.0,79.0,80.0,78.0,77.0,78.0,81.0,74.0,75.0,83.0,83.0,90.0,89.0,80.0,97.0,2017-09-20
Dex Media,1.1601698547309005,34.875,28.0,41.0,14.0,14.0,14.0,0.0,29.0,100.0,67.0,57.0,0.0,72.0,28.0,14.0,53.0,0.0,51.0,61.0,36.0,2004-07-21
DexCom,1.386293825405844,26.125,14.0,13.0,0.0,13.0,38.0,50.0,14.0,25.0,56.0,100.0,63.0,49.0,26.0,36.0,48.0,12.0,13.0,24.0,49.0,2005-04-13
Diamond Eagle Acquisition,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2019-05-10
Diamond Foods,1.6094299124820999,2.125,1.0,0.0,3.0,1.0,3.0,0.0,4.0,1.0,5.0,9.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2005-07-20
Diamond Resorts International,0.16164132537155496,61.625,36.0,50.0,60.0,62.0,54.0,76.0,51.0,73.0,67.0,73.0,76.0,72.0,51.0,54.0,41.0,62.0,63.0,57.0,59.0,2013-07-19
DiamondPeak Holdings,16.118095750958314,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,49.0,0.0,50.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-02-28
Diamondback Energy,2.2512903073797985,11.625,12.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,57.0,100.0,55.0,11.0,11.0,53.0,44.0,11.0,32.0,10.0,11.0,2012-10-12
Diana Shipping,14.508658238524095,7.75,22.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,20.0,100.0,22.0,19.0,0.0,0.0,40.0,0.0,0.0,57.0,19.0,2005-03-17
Dice Holdings,15.009433329466965,12.25,0.0,0.0,0.0,0.0,0.0,0.0,32.0,33.0,33.0,100.0,50.0,33.0,17.0,17.0,0.0,0.0,15.0,0.0,0.0,2007-07-17
Dicerna Pharmaceuticals,0.6931466805603206,15.0,0.0,0.0,11.0,11.0,0.0,58.0,10.0,10.0,20.0,100.0,21.0,40.0,30.0,29.0,50.0,31.0,0.0,20.0,30.0,2014-01-30
Digirad,-14.751604309291395,30.375,0.0,51.0,83.0,0.0,0.0,0.0,55.0,54.0,0.0,82.0,27.0,28.0,57.0,0.0,100.0,0.0,28.0,0.0,56.0,2004-06-09
Digital Domain Media Group,0.6931457519915778,4.375,0.0,5.0,2.0,5.0,5.0,2.0,7.0,2.0,7.0,16.0,20.0,11.0,2.0,9.0,9.0,0.0,9.0,0.0,4.0,2011-11-18
Digital Music Group,0.8190272900734143,50.25,100.0,34.0,34.0,19.0,22.0,89.0,48.0,63.0,93.0,93.0,0.0,15.0,0.0,0.0,29.0,29.0,29.0,0.0,14.0,2006-02-01
Digital Realty Trust,0.0,5.875,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,43.0,0.0,48.0,0.0,40.0,0.0,0.0,0.0,57.0,2004-10-28
DigitalGlobal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,26.0,0.0,2009-05-14
Dimension Therapeutics,1.0678403317059924,30.125,0.0,23.0,15.0,22.0,58.0,37.0,22.0,0.0,64.0,100.0,14.0,50.0,29.0,14.0,0.0,7.0,42.0,29.0,16.0,2015-10-22
Dipexium Pharmaceuticals,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,100.0,48.0,24.0,49.0,0.0,0.0,0.0,0.0,0.0,25.0,2014-03-13
Diplomat Pharmacy,0.7144244692166426,54.25,46.0,51.0,43.0,40.0,39.0,65.0,54.0,47.0,95.0,100.0,76.0,38.0,52.0,73.0,85.0,49.0,49.0,70.0,63.0,2014-10-10
Directed Electronics,0.2958452991245526,35.75,31.0,25.0,31.0,19.0,57.0,30.0,55.0,28.0,41.0,100.0,77.0,73.0,67.0,55.0,69.0,58.0,43.0,46.0,36.0,2005-12-15
DivX,-0.09211527346921144,62.25,55.0,57.0,60.0,61.0,65.0,66.0,68.0,64.0,57.0,65.0,63.0,71.0,68.0,63.0,65.0,72.0,67.0,64.0,69.0,2006-09-21
DocuSign,0.11934674178749738,73.375,65.0,70.0,67.0,70.0,77.0,77.0,74.0,72.0,80.0,100.0,86.0,77.0,79.0,83.0,74.0,87.0,83.0,84.0,84.0,2018-04-27
Dolan Media,1.0159199652700242,13.625,14.0,0.0,0.0,7.0,7.0,22.0,22.0,22.0,29.0,100.0,44.0,15.0,0.0,14.0,7.0,19.0,19.0,19.0,37.0,2007-08-01
Dolby Laboratories,1.2685105268529648,16.875,35.0,10.0,24.0,61.0,8.0,0.0,0.0,0.0,32.0,100.0,32.0,54.0,7.0,22.0,16.0,21.0,11.0,14.0,29.0,2005-02-16
Dole Foods,0.7949294831650215,15.375,33.0,19.0,14.0,5.0,11.0,14.0,11.0,18.0,31.0,100.0,42.0,18.0,23.0,26.0,24.0,19.0,24.0,11.0,13.0,2009-10-23
Dollar Financial,-0.23967280886652143,55.875,100.0,42.0,52.0,96.0,13.0,74.0,63.0,59.0,48.0,67.0,48.0,68.0,47.0,30.0,76.0,89.0,44.0,88.0,78.0,2005-01-27
Dollar General,0.11383512738710788,72.0,65.0,64.0,74.0,70.0,76.0,76.0,66.0,71.0,79.0,92.0,83.0,94.0,100.0,96.0,98.0,84.0,70.0,68.0,67.0,2009-11-13
Domino's Pizza,-0.008888945836968531,55.75,55.0,57.0,59.0,60.0,50.0,47.0,61.0,56.0,56.0,53.0,60.0,73.0,76.0,68.0,68.0,55.0,60.0,64.0,60.0,2004-07-12
Domo,-0.06595795812061844,69.875,71.0,66.0,70.0,66.0,70.0,76.0,74.0,71.0,66.0,74.0,67.0,64.0,66.0,74.0,94.0,72.0,67.0,60.0,64.0,2018-06-29
DouYu International Holdings,14.508658238524095,7.375,0.0,0.0,0.0,19.0,0.0,0.0,20.0,0.0,20.0,100.0,0.0,0.0,41.0,20.0,0.0,38.0,0.0,0.0,0.0,2019-07-17
Double Eagle Acquisition,0.0,4.375,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,100.0,33.0,0.0,33.0,0.0,32.0,0.0,32.0,0.0,33.0,2015-09-11
Double Hull Tankers,-14.80876270134486,31.25,54.0,54.0,0.0,0.0,100.0,0.0,96.0,0.0,0.0,91.0,45.0,45.0,0.0,0.0,0.0,89.0,41.0,42.0,43.0,2005-10-12
Double-Take Software,1.0911770149899662,20.0,49.0,24.0,24.0,0.0,0.0,23.0,0.0,22.0,67.0,45.0,24.0,0.0,24.0,64.0,21.0,41.0,41.0,100.0,60.0,2006-12-14
Douglas Dynamics,0.2305235823591345,29.125,22.0,55.0,22.0,33.0,12.0,34.0,11.0,32.0,34.0,100.0,22.0,11.0,11.0,11.0,22.0,57.0,22.0,34.0,11.0,2010-05-05
Douglas Emmett,1.1349791788712844,12.375,6.0,12.0,6.0,18.0,12.0,6.0,0.0,17.0,28.0,100.0,22.0,0.0,16.0,5.0,5.0,5.0,0.0,6.0,7.0,2006-10-23
Dova Pharmaceuticals,1.7917588282027017,20.75,17.0,0.0,17.0,9.0,0.0,0.0,35.0,27.0,78.0,100.0,18.0,99.0,54.0,35.0,35.0,43.0,45.0,35.0,17.0,2017-06-29
Dover Saddlery,1.0216510697542374,45.25,46.0,32.0,36.0,13.0,58.0,30.0,57.0,36.0,100.0,100.0,48.0,64.0,65.0,70.0,72.0,93.0,43.0,35.0,38.0,2005-11-17
Dragoneer Growth Opportunities,13.122365377402328,4.75,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,5.0,27.0,11.0,11.0,0.0,5.0,0.0,11.0,5.0,11.0,0.0,2020-08-14
Draper Oakwood Technology Acquisition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,98.0,99.0,98.0,0.0,0.0,0.0,0.0,95.0,0.0,2017-09-15
DreamWorks Animation SKG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,47.0,0.0,0.0,39.0,0.0,0.0,0.0,2004-10-27
Dresser-Rand Group,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,57.0,0.0,0.0,0.0,100.0,50.0,0.0,49.0,2005-08-04
Dropbox,0.0054496041735996315,91.375,94.0,92.0,95.0,93.0,87.0,90.0,91.0,91.0,92.0,100.0,86.0,86.0,89.0,87.0,84.0,81.0,82.0,83.0,81.0,2018-03-23
DryShips,15.404745967162468,18.625,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,49.0,97.0,99.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,2005-02-02
DuPont Fabros Technology,15.039286283703994,8.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,33.0,32.0,100.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2007-10-18
Duck Creek Technologies,0.5877862204580202,10.375,13.0,9.0,6.0,8.0,5.0,15.0,11.0,11.0,18.0,100.0,36.0,15.0,9.0,14.0,3.0,11.0,12.0,8.0,11.0,2020-08-14
Duff & Phelps,0.9946223417600528,31.75,46.0,45.0,28.0,23.0,9.0,26.0,38.0,12.0,73.0,100.0,43.0,36.0,42.0,19.0,70.0,33.0,53.0,11.0,21.0,2007-09-27
Duluth Holdings,1.145131817290245,21.75,0.0,30.0,0.0,14.0,29.0,14.0,43.0,0.0,44.0,100.0,43.0,57.0,29.0,30.0,0.0,0.0,0.0,15.0,0.0,2015-11-20
Dun & Bradstreet Holdings,1.65822757065134,22.5,16.0,0.0,0.0,16.0,16.0,0.0,32.0,32.0,84.0,100.0,0.0,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,2020-07-01
Dunkin Brands Group,15.816990693309524,12.375,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,74.0,100.0,25.0,24.0,0.0,24.0,0.0,23.0,0.0,0.0,0.0,2011-07-27
Duoyuan Global Water,13.710151153416941,3.375,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,9.0,100.0,28.0,9.0,19.0,9.0,19.0,37.0,9.0,9.0,9.0,2009-06-24
